CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Account_Opening_Duration,Product_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total _Amount _Of_Transactions,Number_Of_Transactions,Avg_Utilization_Ratio
716754783,Attrited Customer,43,M,4,High School,Married,$120K +,Blue,30,3,2," $17,228.00 "," $1,331.00 "," $15,897.00 ",2229,44,0.077
818729208,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,47,3,3," $8,185.00 ", $941.00 ," $7,244.00 ",4525,77,0.115
715358283,Existing Customer,57,F,2,Uneducated,Married,Less than $40K,Blue,46,2,3," $2,129.00 "," $1,139.00 ", $990.00 ,4509,73,0.535
710966433,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,3,2," $2,615.00 "," $1,404.00 "," $1,211.00 ",3785,67,0.537
708575058,Attrited Customer,46,F,3,Uneducated,Divorced,$40K - $60K,Blue,39,2,3," $3,157.00 ", $965.00 ," $2,192.00 ",3300,58,0.306
756383283,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,31,3,1," $5,523.00 "," $2,517.00 "," $3,006.00 ",4170,80,0.456
807604233,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,3," $11,114.00 "," $2,482.00 "," $8,632.00 ",5044,81,0.223
801786483,Existing Customer,51,M,0,High School,Single,$80K - $120K,Blue,45,3,2," $10,648.00 "," $2,517.00 "," $8,131.00 ",4930,89,0.236
789138258,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,34,2,3," $2,976.00 "," $2,372.00 ", $604.00 ,4799,83,0.797
805524708,Attrited Customer,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,3," $6,629.00 "," $2,517.00 "," $4,112.00 ",2599,50,0.38
771735933,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,36,2,1," $10,761.00 "," $1,722.00 "," $9,039.00 ",4731,82,0.16
789917208,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,31,2,3," $1,968.00 "," $1,781.00 ", $187.00 ,5087,69,0.905
779608083,Existing Customer,55,M,2,Doctorate,Single,Less than $40K,Blue,44,2,2," $3,897.00 "," $1,247.00 "," $2,650.00 ",3681,62,0.32
774675933,Existing Customer,40,M,3,College,Divorced,$80K - $120K,Silver,34,2,1," $34,516.00 "," $2,052.00 "," $32,464.00 ",3510,62,0.059
716741508,Existing Customer,33,F,3,High School,Married,Less than $40K,Blue,21,2,1," $2,831.00 "," $1,167.00 "," $1,664.00 ",4460,65,0.412
718116933,Existing Customer,53,F,3,Graduate,Single,Less than $40K,Blue,36,2,3," $1,438.30 ", $630.00 , $808.30 ,4704,79,0.438
720513333,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,39,2,1," $21,350.00 "," $1,724.00 "," $19,626.00 ",4878,78,0.081
714671658,Existing Customer,38,F,5,Graduate,Married,Less than $40K,Blue,31,2,5," $2,153.00 "," $1,392.00 ", $761.00 ,4268,85,0.647
713456583,Existing Customer,45,M,2,High School,Married,$80K - $120K,Silver,37,3,2," $34,516.00 "," $1,495.00 "," $33,021.00 ",3247,70,0.043
790221633,Existing Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,3," $3,897.00 "," $2,296.00 "," $1,601.00 ",4627,77,0.589
721299483,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,32,2,1," $11,671.00 "," $1,304.00 "," $10,367.00 ",4168,71,0.112
783573408,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,36,3,1," $2,575.00 "," $2,136.00 ", $439.00 ,5267,83,0.83
709641933,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,36,3,1," $3,433.00 "," $1,869.00 "," $1,564.00 ",4504,84,0.544
718755483,Existing Customer,44,M,2,High School,Married,$60K - $80K,Blue,36,3,2," $7,317.00 ", $959.00 ," $6,358.00 ",5082,86,0.131
720914358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,2," $4,416.00 "," $1,333.00 "," $3,083.00 ",4894,84,0.302
719898108,Existing Customer,57,F,2,Doctorate,Married,$40K - $60K,Blue,41,2,3," $3,667.00 ", $809.00 ," $2,858.00 ",5322,79,0.221
780338733,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,2,1," $1,438.30 ", $491.00 , $947.30 ,5102,83,0.341
793428408,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,44,2,2," $1,596.00 "," $1,185.00 ", $411.00 ,5235,76,0.742
719075883,Existing Customer,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3," $2,363.00 "," $2,033.00 ", $330.00 ,3904,66,0.86
714986583,Existing Customer,55,F,4,Uneducated,Single,Less than $40K,Blue,46,3,2," $4,978.00 ", $923.00 ," $4,055.00 ",5025,62,0.185
753233733,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,29,3,3," $2,155.00 "," $1,290.00 ", $865.00 ,3781,61,0.599
789191358,Existing Customer,55,M,4,Graduate,Single,$80K - $120K,Blue,44,2,3," $1,854.00 ", $794.00 ," $1,060.00 ",4035,80,0.428
772111083,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,39,3,3," $5,384.00 "," $1,396.00 "," $3,988.00 ",4338,75,0.259
714961383,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,36,3,3," $1,438.30 ", $965.00 , $473.30 ,4182,81,0.671
817288458,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,19,3,2," $5,141.00 "," $1,737.00 "," $3,404.00 ",5859,82,0.338
719163108,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,31,2,2," $3,977.00 "," $1,325.00 "," $2,652.00 ",4076,62,0.333
713922183,Existing Customer,52,M,2,Uneducated,Single,$120K +,Blue,36,3,2," $2,507.00 "," $1,259.00 "," $1,248.00 ",4461,73,0.502
827953683,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,37,1,2," $3,786.00 "," $1,171.00 "," $2,615.00 ",5369,75,0.309
793630083,Attrited Customer,39,M,2,High School,Single,$120K +,Blue,33,1,3," $1,726.00 "," $1,476.00 ", $250.00 ,1804,34,0.855
756306183,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,35,2,1," $2,873.00 "," $2,517.00 ", $356.00 ,4897,71,0.876
720761208,Attrited Customer,59,M,1,College,Single,$120K +,Blue,47,2,4," $4,789.00 ", $357.00 ," $4,432.00 ",2496,41,0.075
714418158,Existing Customer,63,F,0,Uneducated,Single,Less than $40K,Blue,56,2,2," $7,264.00 ", $851.00 ," $6,413.00 ",3527,69,0.117
717231558,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,43,2,2," $3,002.00 "," $1,446.00 "," $1,556.00 ",4851,74,0.482
711589758,Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,32,1,2," $4,162.00 "," $1,641.00 "," $2,521.00 ",3967,75,0.394
715516458,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3," $2,705.00 "," $2,430.00 ", $275.00 ,2602,43,0.898
714998508,Existing Customer,53,M,3,Uneducated,Married,$120K +,Blue,36,2,2," $3,742.00 "," $1,454.00 "," $2,288.00 ",5326,62,0.389
713328108,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,36,2,2," $1,671.00 "," $1,047.00 ", $624.00 ,5189,79,0.627
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,3," $3,282.00 "," $2,262.00 "," $1,020.00 ",4674,84,0.689
820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45,2,3," $1,529.00 ", $710.00 , $819.00 ,4751,81,0.464
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,3," $2,509.00 "," $1,897.00 ", $612.00 ,4837,74,0.756
717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35,2,2," $4,916.00 "," $1,122.00 "," $3,794.00 ",4813,87,0.228
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6," $2,291.00 "," $1,419.00 ", $872.00 ,4498,81,0.619
715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,2," $1,528.00 ", $820.00 , $708.00 ,5212,88,0.537
714600258,Existing Customer,45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,1,2," $5,945.00 "," $2,015.00 "," $3,930.00 ",3645,70,0.339
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,1," $2,598.00 "," $1,343.00 "," $1,255.00 ",4692,86,0.517
716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19,1,1," $5,559.00 "," $1,600.00 "," $3,959.00 ",5344,82,0.288
713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,1," $7,562.00 "," $1,080.00 "," $6,482.00 ",5010,85,0.143
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,2," $2,904.00 "," $2,517.00 ", $387.00 ,4503,89,0.867
712968708,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,47,2,3," $2,343.00 "," $1,780.00 ", $563.00 ,5167,78,0.76
721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1,3," $2,780.00 "," $2,216.00 ", $564.00 ,4980,78,0.797
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2," $2,234.00 "," $2,024.00 ", $210.00 ,2313,37,0.906
716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,3," $8,482.00 ", $585.00 ," $7,897.00 ",4245,74,0.069
709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3," $10,486.00 "," $1,544.00 "," $8,942.00 ",4042,77,0.147
715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2," $2,168.00 "," $1,323.00 ", $845.00 ,2499,38,0.61
715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36,1,2," $2,143.00 "," $1,479.00 ", $664.00 ,4404,77,0.69
717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47,2,3," $4,945.00 "," $1,779.00 "," $3,166.00 ",4037,72,0.36
721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36,1,3," $1,921.00 "," $1,334.00 ", $587.00 ,4512,90,0.694
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,1," $3,001.00 "," $2,055.00 ", $946.00 ,4662,70,0.685
714222183,Existing Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,1," $2,132.00 "," $1,084.00 "," $1,048.00 ",4874,78,0.508
709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3," $1,663.00 "," $1,012.00 ", $651.00 ,2729,38,0.609
713782608,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,1,3," $2,652.00 "," $2,386.00 ", $266.00 ,5329,83,0.9
720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22,1,2," $5,037.00 "," $1,670.00 "," $3,367.00 ",4379,67,0.332
708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21,2,2," $2,061.00 "," $1,904.00 ", $157.00 ,4480,86,0.924
715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36,1,3," $3,073.00 "," $2,517.00 ", $556.00 ,4858,77,0.819
719843958,Existing Customer,46,M,2,Graduate,Married,$120K +,Blue,34,2,3," $1,754.00 ", $894.00 , $860.00 ,4874,79,0.51
720989133,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,36,2,1," $1,654.00 "," $1,093.00 ", $561.00 ,4596,82,0.661
720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36,1,3," $1,544.00 ", $999.00 , $545.00 ,4215,53,0.647
769709058,Existing Customer,60,M,1,Uneducated,Single,$60K - $80K,Blue,54,1,2," $3,618.00 ", $972.00 ," $2,646.00 ",4228,63,0.269
711005583,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,1,2," $3,437.00 "," $1,064.00 "," $2,373.00 ",5110,76,0.31
826548708,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,46,2,3," $5,965.00 ", $622.00 ," $5,343.00 ",4637,91,0.104
711093408,Existing Customer,46,F,2,Doctorate,Married,Less than $40K,Blue,33,2,3," $2,644.00 "," $1,517.00 "," $1,127.00 ",4815,83,0.574
712831908,Existing Customer,59,F,1,College,Married,$40K - $60K,Blue,49,2,2," $3,481.00 ", $603.00 ," $2,878.00 ",4556,81,0.173
714181008,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,1,2," $3,019.00 "," $1,462.00 "," $1,557.00 ",4509,71,0.484
710969433,Existing Customer,41,F,1,Uneducated,Married,Less than $40K,Blue,31,2,2," $2,909.00 "," $1,201.00 "," $1,708.00 ",4230,68,0.413
779536233,Existing Customer,47,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,1," $1,438.30 ", $601.00 , $837.30 ,4669,83,0.418
779837808,Existing Customer,53,F,2,High School,Married,$40K - $60K,Blue,37,1,4," $5,182.00 "," $2,500.00 "," $2,682.00 ",5012,85,0.482
743800833,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,46,2,1," $2,304.00 "," $1,144.00 "," $1,160.00 ",4505,85,0.497
815789883,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,41,1,3," $2,485.00 ", $861.00 ," $1,624.00 ",4728,81,0.346
712177908,Existing Customer,50,F,4,College,Single,Less than $40K,Blue,36,1,3," $2,446.00 "," $1,763.00 ", $683.00 ,4310,75,0.721
793379058,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,42,2,2," $2,214.00 "," $1,025.00 "," $1,189.00 ",5084,82,0.463
717409533,Attrited Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26,1,2," $1,821.00 "," $1,486.00 ", $335.00 ,2824,43,0.816
802795608,Existing Customer,54,F,2,High School,Single,Less than $40K,Blue,48,1,3," $1,517.00 ", $556.00 , $961.00 ,4981,82,0.367
819690933,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3," $16,835.00 ", $897.00 ," $15,938.00 ",4059,80,0.053
717722958,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1,3," $4,654.00 "," $1,349.00 "," $3,305.00 ",4277,71,0.29
716606733,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,18,2,2," $3,043.00 "," $2,054.00 ", $989.00 ,4833,85,0.675
716060358,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,45,2,2," $4,621.00 ", $913.00 ," $3,708.00 ",4952,82,0.198
709158333,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,28,2,2," $2,758.00 ", $461.00 ," $2,297.00 ",4244,96,0.167
712855683,Existing Customer,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1,2," $3,350.00 "," $1,335.00 "," $2,015.00 ",4906,89,0.399
715463133,Existing Customer,40,M,5,High School,Single,$120K +,Blue,31,1,1," $34,516.00 "," $1,427.00 "," $33,089.00 ",3699,64,0.041
709920258,Existing Customer,41,F,3,Graduate,Divorced,$40K - $60K,Blue,28,1,1," $9,294.00 "," $1,764.00 "," $7,530.00 ",4531,73,0.19
708959583,Existing Customer,47,M,2,High School,Married,$60K - $80K,Blue,39,1,2," $9,389.00 ", $727.00 ," $8,662.00 ",3415,84,0.077
712510833,Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,30,2,3," $9,317.00 ", $847.00 ," $8,470.00 ",4121,81,0.091
788502858,Existing Customer,58,M,3,High School,Single,$80K - $120K,Blue,51,2,2," $10,021.00 "," $1,952.00 "," $8,069.00 ",4431,68,0.195
721139808,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36,1,2," $2,344.00 "," $1,081.00 "," $1,263.00 ",3889,80,0.461
711375558,Existing Customer,48,F,2,Uneducated,Single,$40K - $60K,Blue,34,2,3," $3,072.00 "," $1,734.00 "," $1,338.00 ",4540,78,0.564
716315508,Attrited Customer,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,2," $3,233.00 "," $2,517.00 ", $716.00 ,1339,32,0.779
717651333,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,43,1,3," $1,745.00 "," $1,168.00 ", $577.00 ,4562,67,0.669
710742408,Existing Customer,53,F,2,College,Married,Less than $40K,Blue,43,2,1," $2,160.00 "," $2,057.00 ", $103.00 ,4518,93,0.952
711968358,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,44,1,2," $2,638.00 "," $1,423.00 "," $1,215.00 ",4153,77,0.539
794227308,Existing Customer,56,M,2,College,Married,$80K - $120K,Blue,50,1,1," $10,214.00 "," $1,433.00 "," $8,781.00 ",4493,79,0.14
720401658,Attrited Customer,53,F,3,Graduate,Single,Less than $40K,Blue,34,5,3," $1,438.30 "," $1,030.00 ", $408.30 ,1985,38,0.716
827442858,Existing Customer,56,M,3,High School,Divorced,$80K - $120K,Blue,52,2,3," $8,111.00 "," $2,051.00 "," $6,060.00 ",3719,69,0.253
710838108,Existing Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36,1,4," $3,081.00 "," $2,517.00 ", $564.00 ,4317,72,0.817
713160258,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,1,2," $3,034.00 "," $2,033.00 "," $1,001.00 ",4349,90,0.67
793736958,Existing Customer,49,M,3,High School,Single,$120K +,Blue,43,1,2," $21,680.00 "," $1,587.00 "," $20,093.00 ",4410,86,0.073
714202008,Attrited Customer,53,F,2,High School,Married,Less than $40K,Blue,36,6,3," $3,918.00 "," $2,517.00 "," $1,401.00 ",2115,42,0.642
710630583,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,39,2,1," $2,843.00 "," $1,752.00 "," $1,091.00 ",3738,77,0.616
709078908,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,32,1,2," $2,648.00 "," $1,539.00 "," $1,109.00 ",4926,89,0.581
717541308,Existing Customer,61,F,2,Graduate,Single,Less than $40K,Blue,45,2,2," $2,602.00 "," $1,441.00 "," $1,161.00 ",4838,85,0.554
714979383,Existing Customer,56,M,3,Graduate,Single,$60K - $80K,Blue,46,1,2," $1,891.00 "," $1,134.00 ", $757.00 ,5255,77,0.6
711691608,Attrited Customer,46,F,4,Graduate,Single,Less than $40K,Blue,36,2,3," $2,881.00 "," $2,450.00 ", $431.00 ,2450,49,0.85
788930358,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,28,2,2," $2,827.00 "," $1,896.00 ", $931.00 ,3891,81,0.671
716351208,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,1,3," $4,095.00 "," $2,517.00 "," $1,578.00 ",4175,77,0.615
771617883,Existing Customer,54,F,2,High School,Single,$40K - $60K,Blue,42,1,2," $2,205.00 "," $1,313.00 ", $892.00 ,4904,82,0.595
718001508,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,1,1," $2,890.00 "," $2,150.00 ", $740.00 ,4377,84,0.744
772661808,Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,46,2,1," $7,234.00 "," $2,055.00 "," $5,179.00 ",5051,83,0.284
713382558,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,42,1,1," $2,063.00 ", $953.00 ," $1,110.00 ",4304,81,0.462
717596883,Existing Customer,58,F,0,Graduate,Single,$40K - $60K,Blue,39,4,3," $5,530.00 "," $1,233.00 "," $4,297.00 ",5270,78,0.223
824763783,Existing Customer,59,F,0,College,Single,Less than $40K,Blue,55,2,2," $2,645.00 "," $1,127.00 "," $1,518.00 ",4251,76,0.426
780265458,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,42,4,2," $3,495.00 "," $1,427.00 "," $2,068.00 ",4466,85,0.408
714848958,Attrited Customer,47,F,2,Graduate,Single,Less than $40K,Gold,37,6,2," $15,109.00 ", $897.00 ," $14,212.00 ",2315,43,0.059
714987633,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,36,2,2," $4,953.00 "," $2,039.00 "," $2,914.00 ",4026,53,0.412
717684858,Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,38,6,3," $22,304.00 "," $1,333.00 "," $20,971.00 ",5002,60,0.06
709901058,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,30,2,2," $2,232.00 "," $1,163.00 "," $1,069.00 ",4185,80,0.521
780073158,Existing Customer,59,M,0,High School,Single,Less than $40K,Blue,44,2,1," $3,790.00 "," $1,149.00 "," $2,641.00 ",4455,85,0.303
779998083,Existing Customer,33,M,3,High School,Married,$40K - $60K,Blue,23,1,2," $6,392.00 "," $1,429.00 "," $4,963.00 ",4069,66,0.224
816613158,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,43,2,3," $2,559.00 "," $1,514.00 "," $1,045.00 ",4117,69,0.592
770774133,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,39,1,2," $34,516.00 "," $1,198.00 "," $33,318.00 ",4826,70,0.035
714536208,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,1,2," $2,473.00 "," $1,675.00 ", $798.00 ,4203,73,0.677
784880958,Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,2,3," $4,022.00 "," $1,680.00 "," $2,342.00 ",3776,84,0.418
713784558,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36,1,2," $3,510.00 ", $941.00 ," $2,569.00 ",4833,77,0.268
719305608,Attrited Customer,57,F,3,High School,Single,Less than $40K,Blue,36,4,3," $2,347.00 "," $1,900.00 ", $447.00 ,2447,47,0.81
781183233,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,25,2,1," $2,085.00 "," $1,528.00 ", $557.00 ,3805,79,0.733
779922183,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,2,2," $2,253.00 "," $1,981.00 ", $272.00 ,4758,81,0.879
719449533,Attrited Customer,49,F,3,Uneducated,Single,$40K - $60K,Blue,38,1,2," $2,655.00 "," $2,283.00 ", $372.00 ,2386,49,0.86
712559058,Existing Customer,54,M,0,High School,Single,$80K - $120K,Blue,45,1,3," $20,882.00 "," $1,525.00 "," $19,357.00 ",4765,76,0.073
717853233,Existing Customer,41,M,2,College,Married,$80K - $120K,Blue,31,1,1," $3,306.00 ", $706.00 ," $2,600.00 ",4772,76,0.214
794576058,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,26,1,2," $8,480.00 "," $1,339.00 "," $7,141.00 ",4070,76,0.158
806634783,Existing Customer,38,F,2,College,Married,Less than $40K,Blue,33,1,3," $3,420.00 "," $1,405.00 "," $2,015.00 ",4267,75,0.411
720101658,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,19,2,1," $3,416.00 "," $1,109.00 "," $2,307.00 ",4614,70,0.325
719925483,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,36,2,1," $2,171.00 "," $1,043.00 "," $1,128.00 ",4531,88,0.48
716961033,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,40,1,3," $3,520.00 "," $2,149.00 "," $1,371.00 ",3630,78,0.611
714773508,Attrited Customer,54,F,1,Graduate,Married,$40K - $60K,Blue,46,6,4," $1,632.00 ", $351.00 ," $1,281.00 ",2532,43,0.215
814181433,Existing Customer,46,M,5,College,Married,$40K - $60K,Blue,41,1,3," $3,914.00 "," $1,683.00 "," $2,231.00 ",4242,64,0.43
711984633,Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,27,1,2," $2,328.00 "," $1,953.00 ", $375.00 ,4373,89,0.839
780727833,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,41,1,4," $3,229.00 "," $2,517.00 ", $712.00 ,4526,95,0.779
714320358,Existing Customer,38,F,2,College,Single,Less than $40K,Blue,33,2,1," $2,569.00 "," $1,288.00 "," $1,281.00 ",4126,56,0.501
720700008,Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,36,1,1," $4,517.00 "," $2,238.00 "," $2,279.00 ",4686,81,0.495
778228458,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,42,2,3," $2,510.00 "," $1,928.00 ", $582.00 ,4943,70,0.768
720537633,Existing Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,36,2,3," $3,047.00 "," $2,139.00 ", $908.00 ,4961,85,0.702
721164483,Existing Customer,46,F,2,College,Married,$40K - $60K,Blue,34,2,1," $1,441.00 ", $642.00 , $799.00 ,4894,84,0.446
715447008,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,36,2,3," $2,999.00 "," $1,817.00 "," $1,182.00 ",5119,83,0.606
769676358,Existing Customer,38,M,2,High School,Single,$60K - $80K,Blue,32,1,1," $1,438.30 "," $1,309.00 ", $129.30 ,5066,76,0.91
716279508,Attrited Customer,48,M,3,College,Married,$80K - $120K,Blue,41,2,3," $3,430.00 "," $2,517.00 ", $913.00 ,2639,46,0.734
771336783,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,38,1,3," $1,759.00 "," $1,345.00 ", $414.00 ,4351,81,0.765
712190358,Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,29,1,3," $1,843.00 "," $1,802.00 ", $41.00 ,5199,73,0.978
788805858,Existing Customer,49,M,3,College,Divorced,$40K - $60K,Blue,31,2,3," $2,181.00 "," $1,218.00 ", $963.00 ,4997,89,0.558
720326733,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,47,2,3," $16,258.00 ", $865.00 ," $15,393.00 ",3761,58,0.053
713605908,Existing Customer,49,M,3,Graduate,Married,$120K +,Blue,37,1,1," $34,516.00 "," $1,316.00 "," $33,200.00 ",3863,69,0.038
711598533,Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,36,1,2," $4,255.00 "," $1,729.00 "," $2,526.00 ",3607,75,0.406
826783233,Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,53,1,3," $3,029.00 "," $2,214.00 ", $815.00 ,4750,89,0.731
785230083,Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,44,1,2," $3,318.00 "," $2,349.00 ", $969.00 ,4905,80,0.708
711011508,Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,35,1,3," $1,620.00 ", $771.00 , $849.00 ,4387,91,0.476
717284133,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,41,1,2," $3,472.00 "," $2,517.00 ", $955.00 ,4520,84,0.725
711701058,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Silver,36,2,2," $10,973.00 "," $1,466.00 "," $9,507.00 ",4892,94,0.134
717146208,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,51,1,4," $4,257.00 "," $2,517.00 "," $1,740.00 ",2828,50,0.591
713274183,Existing Customer,45,F,1,Graduate,Single,Less than $40K,Blue,35,1,1," $4,977.00 "," $1,411.00 "," $3,566.00 ",4182,85,0.284
790139583,Existing Customer,39,F,0,Graduate,Divorced,Less than $40K,Blue,32,2,2," $1,438.30 ", $801.00 , $637.30 ,4386,64,0.557
710780883,Existing Customer,48,F,5,Uneducated,Single,$40K - $60K,Blue,38,1,2," $2,446.00 "," $1,461.00 ", $985.00 ,4610,78,0.597
711333933,Existing Customer,56,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,2,1," $3,005.00 "," $1,660.00 "," $1,345.00 ",4586,72,0.552
